event,stadium,city,event_date,olympic,name,country,born,gender,place,age
Shot Put,"Olympic Stadium, Olympic Park, München","München, West Germany",1972-09-09,1972 München Summer Games,Władysław Komar,POL,1940-04-11,Male,1,32.43561643835616
Shot Put,"Stockholm Olympic Stadium, Stockholm","Stockholm, Sweden",1912-07-10,1912 Stockholm Summer Games,Pat McDonald,USA,1878-07-26,Male,1,33.97808219178082
Shot Put,"Olympic Stadium, Olympic Park, Stratford, London","London, Great Britain",2012-08-03,2012 London Summer Games,Reese Hoffa,USA,1977-10-08,Male,3,34.843835616438355
Shot Put,"White City Stadium, London","London, Great Britain",1908-07-16,1908 London Summer Games,Denis Horgan,GBR,1871-05-18,Male,2,37.18630136986302
Discus Throw,"Panathenaic Stadium, Athina","Athina, Greece",1896-04-06,1896 Athina Summer Games,Panagiotis Paraskevopoulos,GRE,,Male,2,0
Discus Throw,"Panathenaic Stadium, Athina","Athina, Greece",1896-04-06,1896 Athina Summer Games,Sotirios Versis,GRE,,Male,3,0
Discus Throw,"Stockholm Olympic Stadium, Stockholm","Stockholm, Sweden",1912-07-12,1912 Stockholm Summer Games,Dick Byrd,USA,1892-05-16,Male,2,20.167123287671235
Discus Throw,"Melbourne Cricket Ground, Melbourne, Victoria","Melbourne, Australia",1956-11-27,1956 Melbourne Summer Games,Al Oerter,USA,1936-09-19,Male,1,20.202739726027396
Discus Throw,"Francis Field, Washington University, St. Louis","St. Louis, United States",1904-09-03,1904 St. Louis Summer Games,Ralph Rose,USA,1884-03-17,Male,2,20.476712328767125
Discus Throw,"Panathenaic Stadium, Athina","Athina, Greece",1896-04-06,1896 Athina Summer Games,Bob Garrett,USA,1875-06-24,Male,1,20.8
Discus Throw,"White City Stadium, London","London, Great Britain",1908-07-16,1908 London Summer Games,Merritt Giffin,USA,1887-08-20,Male,2,20.91780821917808
Discus Throw,"Catalan Cross, Boulogne Forest, Paris","Paris, France",1900-07-15,1900 Paris Summer Games,Rudolf Bauer,HUN,1879-01-02,Male,1,21.545205479452054
Discus Throw,"Olympic Stadium, Antwerpen","Antwerpen, Belgium",1920-08-22,1920 Antwerpen Summer Games,Gus Pope,USA,1898-11-29,Male,3,21.742465753424657
Discus Throw,"Stockholm Olympic Stadium, Stockholm","Stockholm, Sweden",1912-07-12,1912 Stockholm Summer Games,Armas Taipale,FIN,1890-07-27,Male,1,21.972602739726028
Discus Throw,"Catalan Cross, Boulogne Forest, Paris","Paris, France",1900-07-15,1900 Paris Summer Games,Dick Sheldon,USA,1878-07-09,Male,3,22.03013698630137
Discus Throw,"Helsinki Olympic Stadium, Helsinki","Helsinki, Finland",1952-07-22,1952 Helsinki Summer Games,Sim Iness,USA,1930-07-09,Male,1,22.052054794520547
Discus Throw,"Olympic Stadium, Roma","Roma, Italy",1960-09-07,1960 Roma Summer Games,Dick Cochran,USA,1938-06-23,Male,3,22.224657534246575
Discus Throw,"Catalan Cross, Boulogne Forest, Paris","Paris, France",1900-07-15,1900 Paris Summer Games,František Janda-Suk,BOH,1878-03-25,Male,2,22.32054794520548
Discus Throw,"Olympic Stadium, Olympic Park, Montréal, Québec","Montréal, Canada",1976-07-25,1976 Montréal Summer Games,Wolfgang Schmidt,GDR,1954-01-16,Male,2,22.53698630136986
Discus Throw,"Olympic Stadium, Amsterdam","Amsterdam, Netherlands",1928-08-01,1928 Amsterdam Summer Games,Jim Corson,USA,1906-01-14,Male,3,22.561643835616437
Discus Throw,"Olympic Stadium, Imperial Sports Field, Berlin","Berlin, Germany",1936-08-05,1936 Berlin Summer Games,Giorgio Oberweger,ITA,1913-12-22,Male,3,22.635616438356163
Discus Throw,"Grand Arena, Central Lenin Stadium Area, Moskva","Moskva, Soviet Union",1980-07-28,1980 Moskva Summer Games,Luis Delís,CUB,1957-12-06,Male,3,22.65753424657534
Discus Throw,"Colombes Olympic Stadium, Colombes","Paris, France",1924-07-13,1924 Paris Summer Games,Bud Houser,USA,1901-09-25,Male,1,22.813698630136987
Discus Throw,"Los Angeles Memorial Coliseum, Los Angeles, California","Los Angeles, United States",1932-08-03,1932 Los Angeles Summer Games,Henri LaBorde,USA,1909-09-11,Male,2,22.90958904109589
Discus Throw,"National Stadium, Shinjuku, Tokyo","Tokyo, Japan",1964-10-15,1964 Tokyo Summer Games,Dave Weill,USA,1941-10-25,Male,3,22.98904109589041
Discus Throw,"Helsinki Olympic Stadium, Helsinki","Helsinki, Finland",1952-07-22,1952 Helsinki Summer Games,Jim Dillion,USA,1929-05-02,Male,3,23.23835616438356
Discus Throw,"Olympic Stadium, Imperial Sports Field, Berlin","Berlin, Germany",1936-08-05,1936 Berlin Summer Games,Ken Carpenter,USA,1913-04-19,Male,1,23.312328767123287
Discus Throw,"Francis Field, Washington University, St. Louis","St. Louis, United States",1904-09-03,1904 St. Louis Summer Games,Martin Sheridan,USA,1881-03-03,Male,1,23.517808219178082
Discus Throw,"Olympic Stadium, Roma","Roma, Italy",1960-09-07,1960 Roma Summer Games,Rink Babka,USA,1936-09-23,Male,2,23.972602739726028
Discus Throw,"Olympic Stadium, Roma","Roma, Italy",1960-09-07,1960 Roma Summer Games,Al Oerter,USA,1936-09-19,Male,1,23.983561643835618
Discus Throw,"Olympic Stadium, Amsterdam","Amsterdam, Netherlands",1928-08-01,1928 Amsterdam Summer Games,Antero Kivi,FIN,1904-04-15,Male,2,24.312328767123287
Discus Throw,"Olympic Stadium, Imperial Sports Field, Berlin","Berlin, Germany",1936-08-05,1936 Berlin Summer Games,Gordon Dunn,USA,1912-04-16,Male,2,24.32054794520548
Discus Throw,"Francis Field, Washington University, St. Louis","St. Louis, United States",1904-09-03,1904 St. Louis Summer Games,Nikolaos Georgantas,GRE,1880-03-12,Male,3,24.493150684931507
Discus Throw,"Melbourne Cricket Ground, Melbourne, Victoria","Melbourne, Australia",1956-11-27,1956 Melbourne Summer Games,Des Koch,USA,1932-05-10,Male,3,24.567123287671233
Discus Throw,"Centennial Olympic Stadium, Atlanta, Georgia","Atlanta, United States",1996-07-31,1996 Atlanta Summer Games,Vladimir Dubrovshchik,BLR,1972-01-07,Male,2,24.58082191780822
Discus Throw,"Colombes Olympic Stadium, Colombes","Paris, France",1924-07-13,1924 Paris Summer Games,Tom Lieb,USA,1899-10-28,Male,3,24.723287671232878
Discus Throw,"Stockholm Olympic Stadium, Stockholm","Stockholm, Sweden",1912-07-12,1912 Stockholm Summer Games,Jim Duncan,USA,1887-09-25,Male,3,24.81095890410959
Discus Throw,"Los Angeles Memorial Coliseum, Los Angeles, California","Los Angeles, United States",1932-08-03,1932 Los Angeles Summer Games,John Anderson,USA,1907-07-04,Male,1,25.101369863013698
Discus Throw,"Panathenaic Stadium, Athina","Athina, Greece",1906-04-25,1906 Athina Summer Games,Martin Sheridan,USA,1881-03-03,Male,1,25.15890410958904
Discus Throw,"Beijing National Stadium, Beijing","Beijing, China",2008-08-19,2008 Beijing Summer Games,Piotr Małachowski,POL,1983-06-07,Male,2,25.21917808219178
Discus Throw,"Grand Arena, Central Lenin Stadium Area, Moskva","Moskva, Soviet Union",1980-07-28,1980 Moskva Summer Games,Imrich Bugár,TCH,1955-04-14,Male,2,25.306849315068494
Discus Throw,"Olympic Stadium, Olympic Park, Sydney, New South Wales","Sydney, Australia",2000-09-25,2000 Sydney Summer Games,Frantz Kruger,RSA,1975-05-22,Male,3,25.364383561643837
Discus Throw,"Olympic Stadium, Athens Olympic Sports Complex Spiros Loues, Maroussi","Athina, Greece",2004-08-23,2004 Athina Summer Games,Zoltán Kővágó,HUN,1979-04-10,Male,2,25.389041095890413
Discus Throw,"Olympic Stadium, Olympic Park, Montréal, Québec","Montréal, Canada",1976-07-25,1976 Montréal Summer Games,Mac Wilkins,USA,1950-11-15,Male,1,25.70958904109589
Discus Throw,"Empire Stadium, Wembley, London","London, Great Britain",1948-08-02,1948 London Summer Games,Fortune Gordien,USA,1922-09-09,Male,3,25.915068493150685
Discus Throw,"Panathenaic Stadium, Athina","Athina, Greece",1906-04-25,1906 Athina Summer Games,Nikolaos Georgantas,GRE,1880-03-12,Male,2,26.134246575342466
Discus Throw,"Olympic Stadium, Olympic Park, München","München, West Germany",1972-09-02,1972 München Summer Games,Ricky Bruch,SWE,1946-07-02,Male,3,26.18904109589041
Discus Throw,"Los Angeles Memorial Coliseum, Los Angeles, California","Los Angeles, United States",1932-08-03,1932 Los Angeles Summer Games,Paul Winter,FRA,1906-02-06,Male,3,26.506849315068493
Discus Throw,"Olympic Stadium, Amsterdam","Amsterdam, Netherlands",1928-08-01,1928 Amsterdam Summer Games,Bud Houser,USA,1901-09-25,Male,1,26.86849315068493
Discus Throw,"White City Stadium, London","London, Great Britain",1908-07-16,1908 London Summer Games,Martin Sheridan,USA,1881-03-03,Male,1,27.386301369863013
Discus Throw,"Montjuïc Olympic Stadium, Barcelona","Barcelona, Spain",1992-08-05,1992 Barcelona Summer Games,Roberto Moya,CUB,1965-02-11,Male,3,27.4986301369863
Discus Throw,"Olympic Stadium, Olympic Park, Stratford, London","London, Great Britain",2012-08-07,2012 London Summer Games,Ehsan Haddadi,IRI,1985-01-20,Male,2,27.564383561643837
Discus Throw,"National Stadium, Shinjuku, Tokyo","Tokyo, Japan",1964-10-15,1964 Tokyo Summer Games,Ludvík Daněk,TCH,1937-01-06,Male,2,27.791780821917808
Discus Throw,"Olympic Stadium, Olympic Park, Stratford, London","London, Great Britain",2012-08-07,2012 London Summer Games,Robert Harting,GER,1984-10-18,Male,1,27.82191780821918
Discus Throw,"Colombes Olympic Stadium, Colombes","Paris, France",1924-07-13,1924 Paris Summer Games,Vilho Niittymaa,FIN,1896-08-19,Male,2,27.915068493150685
Discus Throw,"National Stadium, Shinjuku, Tokyo","Tokyo, Japan",1964-10-15,1964 Tokyo Summer Games,Al Oerter,USA,1936-09-19,Male,1,28.09041095890411
Discus Throw,"White City Stadium, London","London, Great Britain",1908-07-16,1908 London Summer Games,Bill Horr,USA,1880-05-02,Male,3,28.221917808219178
Discus Throw,"Olympic Stadium, Seoul Sports Complex, Seoul","Seoul, South Korea",1988-10-01,1988 Seoul Summer Games,Romas Ubartas,URS,1960-05-26,Male,2,28.36986301369863
Discus Throw,"Olympic Stadium, Seoul Sports Complex, Seoul","Seoul, South Korea",1988-10-01,1988 Seoul Summer Games,Jürgen Schult,GDR,1960-05-11,Male,1,28.410958904109588
Discus Throw,"Olympic Stadium, Olympic Park, Sydney, New South Wales","Sydney, Australia",2000-09-25,2000 Sydney Summer Games,Virgilijus Alekna,LTU,1972-02-13,Male,1,28.635616438356163
Discus Throw,"Olympic Stadium, Olympic Park, Montréal, Québec","Montréal, Canada",1976-07-25,1976 Montréal Summer Games,John Powell,USA,1947-06-25,Male,3,29.104109589041094
Discus Throw,"Centennial Olympic Stadium, Atlanta, Georgia","Atlanta, United States",1996-07-31,1996 Atlanta Summer Games,Lars Riedel,GER,1967-06-28,Male,1,29.112328767123287
Discus Throw,"Centennial Olympic Stadium, Atlanta, Georgia","Atlanta, United States",1996-07-31,1996 Atlanta Summer Games,Vasily Kaptyukh,BLR,1967-06-27,Male,3,29.115068493150684
Discus Throw,"Beijing National Stadium, Beijing","Beijing, China",2008-08-19,2008 Beijing Summer Games,Gerd Kanter,EST,1979-05-06,Male,1,29.30958904109589
Discus Throw,"Grand Arena, Central Lenin Stadium Area, Moskva","Moskva, Soviet Union",1980-07-28,1980 Moskva Summer Games,Viktor Rashchupkin,URS,1950-10-10,Male,1,29.81917808219178
Discus Throw,"Olympic Stadium, Antwerpen","Antwerpen, Belgium",1920-08-22,1920 Antwerpen Summer Games,Armas Taipale,FIN,1890-07-27,Male,2,30.09041095890411
Discus Throw,"Olympic Stadium, Antwerpen","Antwerpen, Belgium",1920-08-22,1920 Antwerpen Summer Games,Elmer Niklander,FIN,1890-01-19,Male,1,30.60821917808219
Discus Throw,"Los Angeles Memorial Coliseum, Los Angeles, California","Los Angeles, United States",1984-08-10,1984 Los Angeles Summer Games,Rolf Danneberg,FRG,1953-03-01,Male,1,31.465753424657535
Discus Throw,"Olympic Stadium, Athens Olympic Sports Complex Spiros Loues, Maroussi","Athina, Greece",2004-08-23,2004 Athina Summer Games,Aleksander Tammert,EST,1973-02-02,Male,3,31.575342465753426
Discus Throw,"Empire Stadium, Wembley, London","London, Great Britain",1948-08-02,1948 London Summer Games,Adolfo Consolini,ITA,1917-01-05,Male,1,31.594520547945205
Discus Throw,"University Olympic Stadium, Ciudad de México","Ciudad de México, Mexico",1968-10-15,1968 Ciudad de México Summer Games,Ludvík Daněk,TCH,1937-01-06,Male,3,31.794520547945204
Discus Throw,"University Olympic Stadium, Ciudad de México","Ciudad de México, Mexico",1968-10-15,1968 Ciudad de México Summer Games,Al Oerter,USA,1936-09-19,Male,1,32.09315068493151
Discus Throw,"Empire Stadium, Wembley, London","London, Great Britain",1948-08-02,1948 London Summer Games,Giuseppe Tosi,ITA,1916-05-25,Male,2,32.21095890410959
Discus Throw,"Montjuïc Olympic Stadium, Barcelona","Barcelona, Spain",1992-08-05,1992 Barcelona Summer Games,Romas Ubartas,URS,1960-05-26,Male,1,32.21643835616438
Discus Throw,"Montjuïc Olympic Stadium, Barcelona","Barcelona, Spain",1992-08-05,1992 Barcelona Summer Games,Jürgen Schult,GDR,1960-05-11,Male,2,32.25753424657534
Discus Throw,"Olympic Stadium, Athens Olympic Sports Complex Spiros Loues, Maroussi","Athina, Greece",2004-08-23,2004 Athina Summer Games,Virgilijus Alekna,LTU,1972-02-13,Male,1,32.54794520547945
Discus Throw,"Olympic Stadium, Olympic Park, Sydney, New South Wales","Sydney, Australia",2000-09-25,2000 Sydney Summer Games,Lars Riedel,GER,1967-06-28,Male,2,33.26849315068493
Discus Throw,"Olympic Stadium, Olympic Park, Stratford, London","London, Great Britain",2012-08-07,2012 London Summer Games,Gerd Kanter,EST,1979-05-06,Male,3,33.27945205479452
Discus Throw,"Los Angeles Memorial Coliseum, Los Angeles, California","Los Angeles, United States",1984-08-10,1984 Los Angeles Summer Games,Mac Wilkins,USA,1950-11-15,Male,2,33.75890410958904
Discus Throw,"University Olympic Stadium, Ciudad de México","Ciudad de México, Mexico",1968-10-15,1968 Ciudad de México Summer Games,Lothar Milde,GER,1934-11-08,Male,2,33.95890410958904
Discus Throw,"Melbourne Cricket Ground, Melbourne, Victoria","Melbourne, Australia",1956-11-27,1956 Melbourne Summer Games,Fortune Gordien,USA,1922-09-09,Male,2,34.24109589041096
Discus Throw,"Olympic Stadium, Olympic Park, München","München, West Germany",1972-09-02,1972 München Summer Games,Jay Silvester,USA,1937-08-27,Male,2,35.04109589041096
Discus Throw,"Helsinki Olympic Stadium, Helsinki","Helsinki, Finland",1952-07-22,1952 Helsinki Summer Games,Adolfo Consolini,ITA,1917-01-05,Male,2,35.56712328767123
Discus Throw,"Olympic Stadium, Seoul Sports Complex, Seoul","Seoul, South Korea",1988-10-01,1988 Seoul Summer Games,Rolf Danneberg,FRG,1953-03-01,Male,3,35.61095890410959
Discus Throw,"Olympic Stadium, Olympic Park, München","München, West Germany",1972-09-02,1972 München Summer Games,Ludvík Daněk,TCH,1937-01-06,Male,1,35.679452054794524
Discus Throw,"Panathenaic Stadium, Athina","Athina, Greece",1906-04-25,1906 Athina Summer Games,Verner Järvinen,FIN,1870-03-04,Male,3,36.16438356164384
Discus Throw,"Beijing National Stadium, Beijing","Beijing, China",2008-08-19,2008 Beijing Summer Games,Virgilijus Alekna,LTU,1972-02-13,Male,3,36.53972602739726
Discus Throw,"Los Angeles Memorial Coliseum, Los Angeles, California","Los Angeles, United States",1984-08-10,1984 Los Angeles Summer Games,John Powell,USA,1947-06-25,Male,3,37.153424657534245
Hammer Throw,"National Stadium, Shinjuku, Tokyo","Tokyo, Japan",1964-10-18,1964 Tokyo Summer Games,Uwe Beyer,GER,1945-04-14,Male,3,19.526027397260275
Hammer Throw,"Helsinki Olympic Stadium, Helsinki","Helsinki, Finland",1952-07-24,1952 Helsinki Summer Games,József Csermák,HUN,1932-02-14,Male,1,20.454794520547946
Hammer Throw,"Francis Field, Washington University, St. Louis","St. Louis, United States",1904-08-29,1904 St. Louis Summer Games,Ralph Rose,USA,1884-03-17,Male,3,20.46301369863014
Hammer Throw,"Olympic Stadium, Olympic Park, Montréal, Québec","Montréal, Canada",1976-07-28,1976 Montréal Summer Games,Yuriy Siedykh,URS,1955-05-11,Male,1,21.23013698630137
Hammer Throw,"Catalan Cross, Boulogne Forest, Paris","Paris, France",1900-07-16,1900 Paris Summer Games,Truxtun Hare,USA,1878-10-12,Male,2,21.77260273972603
Hammer Throw,"Colombes Olympic Stadium, Colombes","Paris, France",1924-07-10,1924 Paris Summer Games,Fred Tootell,USA,1902-09-09,Male,1,21.84931506849315
Hammer Throw,"Grand Arena, Central Lenin Stadium Area, Moskva","Moskva, Soviet Union",1980-07-31,1980 Moskva Summer Games,Sergey Litvinov,URS,1958-01-23,Male,2,22.534246575342465
Hammer Throw,"Olympic Stadium, Athens Olympic Sports Complex Spiros Loues, Maroussi","Athina, Greece",2004-08-22,2004 Athina Summer Games,Eşref Apak,TUR,1982-01-03,Male,3,22.649315068493152
Hammer Throw,"Francis Field, Washington University, St. Louis","St. Louis, United States",1904-08-29,1904 St. Louis Summer Games,John DeWitt,USA,1881-10-29,Male,2,22.846575342465755
Hammer Throw,"Olympic Stadium, Amsterdam","Amsterdam, Netherlands",1928-07-30,1928 Amsterdam Summer Games,Pat O'Callaghan,IRL,1905-09-15,Male,1,22.887671232876713
Hammer Throw,"White City Stadium, London","London, Great Britain",1908-07-14,1908 London Summer Games,Con Walsh,CAN,1885-04-24,Male,3,23.235616438356164
Hammer Throw,"Olympic Stadium, Amsterdam","Amsterdam, Netherlands",1928-07-30,1928 Amsterdam Summer Games,Ed Black,USA,1905-05-03,Male,3,23.257534246575343
Hammer Throw,"Grand Arena, Central Lenin Stadium Area, Moskva","Moskva, Soviet Union",1980-07-31,1980 Moskva Summer Games,Jüri Tamm,URS,1957-02-05,Male,3,23.4986301369863
Hammer Throw,"Olympic Stadium, Roma","Roma, Italy",1960-09-03,1960 Roma Summer Games,Gyula Zsivótzky,HUN,1937-02-25,Male,2,23.53698630136986
Hammer Throw,"Olympic Stadium, Olympic Park, München","München, West Germany",1972-09-07,1972 München Summer Games,Jochen Sachse,GDR,1948-10-02,Male,2,23.947945205479453
Hammer Throw,"Melbourne Cricket Ground, Melbourne, Victoria","Melbourne, Australia",1956-11-24,1956 Melbourne Summer Games,Anatoly Samotsvetov,URS,1932-11-27,Male,3,24.008219178082193
Hammer Throw,"Olympic Stadium, Olympic Park, Sydney, New South Wales","Sydney, Australia",2000-09-24,2000 Sydney Summer Games,Szymon Ziółkowski,POL,1976-07-01,Male,1,24.24931506849315
Hammer Throw,"Los Angeles Memorial Coliseum, Los Angeles, California","Los Angeles, United States",1932-08-01,1932 Los Angeles Summer Games,Pete Zaremba,USA,1908-04-07,Male,3,24.334246575342465
Hammer Throw,"Centennial Olympic Stadium, Atlanta, Georgia","Atlanta, United States",1996-07-28,1996 Atlanta Summer Games,Balázs Kiss,HUN,1972-03-21,Male,1,24.36986301369863
Hammer Throw,"Olympic Stadium, Olympic Park, München","München, West Germany",1972-09-07,1972 München Summer Games,Vasily Khmelevsky,URS,1948-01-14,Male,3,24.665753424657535
Hammer Throw,"Olympic Stadium, Olympic Park, Montréal, Québec","Montréal, Canada",1976-07-28,1976 Montréal Summer Games,Aleksey Spiridonov,URS,1951-11-20,Male,2,24.704109589041096
Hammer Throw,"Empire Stadium, Wembley, London","London, Great Britain",1948-07-31,1948 London Summer Games,Ivan Gubijan,YUG,1923-06-14,Male,2,25.147945205479452
Hammer Throw,"Grand Arena, Central Lenin Stadium Area, Moskva","Moskva, Soviet Union",1980-07-31,1980 Moskva Summer Games,Yuriy Siedykh,URS,1955-05-11,Male,1,25.24109589041096
Hammer Throw,"Melbourne Cricket Ground, Melbourne, Victoria","Melbourne, Australia",1956-11-24,1956 Melbourne Summer Games,Hal Connolly,USA,1931-08-01,Male,1,25.334246575342465
Hammer Throw,"Olympic Stadium, Antwerpen","Antwerpen, Belgium",1920-08-18,1920 Antwerpen Summer Games,Basil Bennett,USA,1894-11-30,Male,3,25.731506849315068
